id;date;from_seliste_id;to_seliste_id;exchange;value
368;2014-03-30;284;43;"framboisier";5
369;2014-03-30;45;43;"plante vivace";5
370;2014-03-29;45;70;"Grand plant de framboisier";25
371;2014-03-29;45;70;"Plant de violettes";10
372;2014-03-29;59;45;"Jeu de Memory";10
375;2014-03-30;45;74;"plantes";30
376;2014-03-30;120;78;"Plante";5
377;2014-03-30;120;78;"erreur";5
378;2014-03-30;45;120;"plante";5
379;2014-03-30;94;43;"livre";15
380;2014-03-29;11;90;"Prêt du DVD 'Minority Report'";15
381;2014-03-31;45;284;"don de plante";10
384;2014-04-07;282;287;"Couture sur rideaux";20
383;2014-04-07;276;209;"don salopette ski ado";25
385;2014-04-07;287;282;"Couture sur rideaux";40
401;2014-05-10;81;287;"offre de pousses d'escholtzias";10
389;2014-03-30;45;209;"Jasmin";10
390;2014-03-30;45;151;"Muguet";10
391;2014-03-30;45;210;"Menthe et laurier";20
392;2014-04-16;180;11;"Références maçon";15
393;2014-04-25;42;56;"cours";262
394;2014-04-28;59;209;"prêt d'un livre";10
398;2014-03-30;59;245;"don d'un livre";10
397;2014-05-03;56;78;"aide informatique";200
403;2014-05-14;90;239;"offre de pousses d'Althéa";10
402;2014-05-14;81;90;"offre de pousses d'escholtzias";10
404;2014-05-17;124;179;"pret game of thrones 3";10
405;2014-05-17;124;148;"pret 4 tomes BD";10
406;2014-06-11;239;59;"Offre pain special bio (distribution du mercredi à la Maison quartier du Clos d'Arcy) : 11 et 18 juin";40
407;2014-05-22;81;239;"offre de pousses d'escholtzias et de delphiniums";20
408;2014-06-25;239;81;"Offre pain spécial bio (distribution Maison quartier Clos d'Arcy) le 25 juin";20
409;2014-05-23;284;81;"prêt d'une trottinette   ou d'un vélo 3 ans pour la période 28 juin au  5 juillet";20
626;2016-04-26;179;94;"prêt de jeux enfants";15
627;2016-05-01;81;348;"un saturateur d'humidité";15
411;2014-05-23;120;81;"prêt d'une tondeuse à gazon";300
412;2014-04-22;84;245;"prêt de perforateur ";30
413;2014-05-27;320;94;"visite historique de Poissy";10
414;2014-06-01;239;82;"500g de pleurotes";20
415;2014-06-04;94;131;"Livre";25
416;2014-06-18;179;124;"pret d'une paire de sacoches à vélo pour un voyage de 10 jours";80
417;2014-06-26;253;226;"Prêt vidéo projecteur";10
418;2014-06-18;318;87;"Pain + 1/2 panier légumes";30
419;2014-06-13;282;11;"Transport à l'aéroport Charles de Gaulle";120
420;2014-07-07;94;259;"prêt 3 magazines Kaizen";15
421;2014-07-08;124;88;"pret 6 cd livres audio";20
422;2014-07-10;124;59;"prise en charge du hamster pendant les vacances";150
423;2014-05-24;320;11;"Visite commentée de Poissy";10
424;2014-05-24;320;45;"Visite commentée de Poissy";10
425;2014-07-13;320;103;"Visite de poissy";10
426;2014-05-24;320;43;"Visite commentée de Poissy";10
429;2014-07-19;320;56;"visite très enrichissante de Poissy";10
428;2014-07-14;320;239;"Poissy, d'un siècle à l'autre";10
430;2014-07-19;320;42;"visite poissy";10
431;2014-07-24;87;42;"1 velo btwin adulte";50
433;2014-07-24;42;59;"vase";10
434;2014-08-24;253;59;"Arrosage et courier";90
622;2016-04-11;90;74;"Réhausseur auto pour enfant ";20
437;2014-08-29;43;324;"Repérage 2h balade Berges de Seine Août";120
439;2014-08-30;324;42;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
440;2014-08-30;324;56;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
441;2014-08-30;324;78;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
442;2014-08-30;324;120;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
443;2014-08-30;324;84;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
444;2014-08-30;324;226;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
445;2014-08-30;324;94;"Balade Berges de Seine (Rencontre Mensuelle Août)";30
446;2014-09-10;43;209;"pret 3 livres";6
449;2014-10-16;329;264;"Je donne des grains de kéfir";10
448;2014-09-17;267;74;"chaussures fillette";40
450;2014-10-25;210;324;"Balade Champignons et Châtaignes (Rencontre Mensuelle Octobre)";5
451;2014-10-25;264;324;"Balade Champignons et Châtaignes (Rencontre Mensuelle Octobre)";60
452;2014-09-27;11;324;"Jeux de société (Rencontre Mensuelle Septembre)";5
453;2014-10-31;11;124;"Prêt d'un scarificateur";120
454;2014-11-07;43;329;"Pèse personne";30
455;2014-11-08;103;43;"1/2 pese personne";15
457;2014-11-07;210;42;"un billet pour Blues en Seine";15
462;2014-12-20;309;287;"pret de menottes";5
459;2014-12-04;282;94;"Allez-retour Poissy aéroport CDG";120
460;2014-12-13;124;42;"pret saison 6 mad men";10
461;2014-11-29;45;324;"Repas d’automne partagé (Rencontre Mensuelle Novembre)";60
463;2014-12-29;209;90;"prêt de ponceuse";30
464;2015-01-12;124;59;"garde maya le hamster ";100
465;2015-01-12;90;80;"Don livres enfants";75
466;2015-01-05;94;309;"Recette et préparation d'un tiramisu";30
468;2015-01-19;120;94;"couverture livre";60
469;2015-01-21;90;309;"Don de livres pour enfants";80
470;2015-01-10;88;220;"Table de salon";120
471;2015-01-25;103;43;"Pull";10
472;2015-02-02;103;94;"recette pain ";30
473;2015-02-09;124;70;"DVD treme";10
474;2015-02-13;94;282;"Prêt d'un exemplaire revue culturelle Italie";5
475;2015-02-14;282;82;"échange crochet torchons ";10
477;2015-02-14;43;282;"jeu ";15
478;2015-02-14;11;282;"Automobile miniature Tintin ";10
480;2015-02-14;287;11;"Journal des demoiselles";30
481;2015-02-14;287;11;"Plat rond cristal et métal argenté";30
482;2015-02-14;287;11;"Corbeille à pain métal argenté";20
483;2015-02-14;264;74;"sonnette vélo";10
484;2015-02-14;287;337;"échange d'un livre";30
485;2015-02-15;287;81;"carafe";30
487;2015-02-15;264;81;"document Bayeux";20
489;2015-02-15;43;81;"jeu";10
490;2015-02-14;318;43;"pantalon";20
491;2015-02-14;81;43;"classeurs et transparents";54
492;2015-02-19;264;45;"cadre";20
493;2015-02-20;256;287;"imprimante";100
494;2015-02-14;11;324;"Repas de saison + BLÉ (Rencontre Mensuelle Février)";30
495;2015-02-14;318;45;"Pull à col roulé";10
496;2015-02-26;309;318;"Assistance BLE";15
497;2015-02-26;318;282;"Chemise";15
498;2015-02-26;318;82;"Pull, chemise";25
499;2015-03-06;318;287;"2 bicyclettes";450
500;2015-03-10;318;273;"Bicyclette";100
503;2015-03-21;282;239;"Covoiturage aller/retour Poissy/Houilles";15
502;2015-03-18;81;273;"don d'une  chaise haute  bébé";40
504;2015-03-28;80;273;"Donne une chaise haute";40
505;2015-03-30;318;226;"Don de 6 numéros de la revue "Silence"";20
506;2015-04-07;120;124;"pret pulvérisateur";30
507;2015-04-03;94;282;"Contact Italie route des SEL";30
508;2015-04-12;120;82;"taille de tilleul";60
509;2015-04-10;282;11;"Allez-retour Poissy aéroport CDG";180
510;2015-04-13;282;45;"Allez-retour Poissy aéroport CDG";180
511;2015-04-11;264;324;"Promenade et cueillette de muguet (Rencontre Mensuelle Avril)";120
512;2015-04-20;177;245;"Don plaque de cuisson";40
513;2015-04-18;287;282;"Travaux couture";200
514;2015-04-24;103;11;"Panier en osier";20
515;2015-05-02;94;314;"nettoyage des vitres";60
516;2015-05-03;348;124;"Don d'une bouture de passiflore";10
517;2015-05-03;74;177;"Nourrir le chat";45
518;2015-03-14;74;324;"Randonnée en forêt de St Germain (Rencontre Mensuelle Mars)";120
519;2015-05-05;94;273;"préparation d'un curry de poulet";60
520;2015-05-15;177;74;"Don de vêtements enfant ";15
521;2015-05-13;276;90;"12 oeufs frais";20
523;2015-05-21;42;353;"BLÉ InterSEL du 21 mai 2015";20
524;2015-05-21;353;70;"BLÉ InterSEL du 21 mai 2015";20
525;2015-05-21;353;309;"BLÉ InterSEL du 21 mai 2015";50
526;2015-05-21;43;353;"BLÉ InterSEL du 21 mai 2015";40
527;2015-05-21;353;336;"BLÉ InterSEL du 21 mai 2015";20
528;2015-05-21;45;353;"BLÉ InterSEL du 21 mai 2015";90
529;2015-05-21;78;353;"BLÉ InterSEL du 21 mai 2015";10
530;2015-05-21;103;353;"BLÉ InterSEL du 21 mai 2015";80
531;2015-05-21;353;84;"BLÉ InterSEL du 21 mai 2015";20
532;2015-05-21;230;353;"BLÉ InterSEL du 21 mai 2015";130
533;2015-05-21;353;94;"BLÉ InterSEL du 21 mai 2015";20
534;2015-02-08;43;353;"BLE InterSEL du 8 février 2015";375
535;2015-02-08;103;353;"BLE InterSEL du 8 février 2015";40
536;2015-05-25;177;348;"Don d'une plaque de cuisson";30
537;2015-05-30;120;94;"tirelire";10
538;2015-06-19;43;347;"pret livre";10
539;2015-06-23;334;226;"Verre pour lombricomposteur";30
540;2015-07-26;90;273;"siège bébé vélo";30
541;2015-08-03;345;348;"Don d'un guide touristique";10
542;2015-08-12;124;59;"garde de maya 10 jours";40
543;2015-09-01;345;124;"rangement à suspendre pour penderie";10
544;2015-09-01;345;124;"Pots de confiture vides";5
545;2015-09-16;59;209;"imprimante laser";150
546;2015-09-19;226;345;"Boucles d'oreille";10
547;2015-09-19;45;345;"Plante à bouturer";5
548;2015-09-19;345;45;"Jupe à pois";20
549;2015-09-19;226;43;"livre";10
550;2015-09-19;371;45;"Livre enfant";5
551;2015-09-19;226;371;"Serre tête";5
552;2015-09-20;345;371;"Bracelet";5
553;2015-09-21;226;45;"divers accessoires / bijoux";30
554;2015-09-21;226;245;"Kafka sur le rivage";10
555;2015-09-21;345;226;"Divers : vêtements, thé, boucles d'oreilles, filtre robinet, patère";65
556;2015-09-23;43;371;"Prêt de livre";20
557;2015-09-30;280;345;"prêt étiqueteuse";10
558;2015-10-13;124;179;"Prêt DVD";10
559;2015-10-15;264;287;"noix";15
560;2015-10-16;264;47;"noix";15
561;2015-10-17;264;43;"noix";15
562;2015-09-19;45;70;"Tunique marron";30
563;2015-09-19;45;245;"Plante grasse";3
564;2015-09-19;220;45;"Livre enfant";2
565;2015-10-30;314;120;"demenagement";60
566;2015-10-30;11;120;"Déménagement";60
567;2015-10-30;45;120;"demenagement";60
623;2016-04-16;390;81;"transport d'encombrants dans remorque";120
569;2015-10-30;82;120;"demenagement";60
570;2015-10-30;94;120;"demenagement";60
571;2015-10-30;226;220;"Blé ";20
572;2015-11-01;74;314;"Déménagement Denise";60
573;2015-06-13;94;324;"Atelier Bien-Être (Rencontre Mensuelle Juin)";60
574;2015-06-13;226;324;"Atelier Bien-Être (Rencontre Mensuelle Juin)";60
576;2015-12-08;264;287;"noix";15
577;2015-12-08;264;287;"legos";20
578;2015-12-09;381;81;"dépannage modem";60
579;2015-12-09;43;345;"pret germoir";5
580;2015-12-09;103;345;"pret germoir";5
581;2015-12-18;371;384;"Transport sur Paris ";60
582;2016-01-02;94;81;"garde de chat";250
583;2016-01-06;287;318;"prêt de thermos";10
584;2016-01-09;345;103;"Diffuseur d'huiles essentielles";15
585;2016-01-09;345;45;"Mélanges d'huiles essentielles";5
586;2016-01-09;103;345;"5 boîtes";10
587;2016-01-09;59;345;"Cache-coeur, boucles d'oreilles et bague";20
588;2016-01-09;59;45;"Vêtements et bijoux ";15
589;2016-01-09;103;45;"Verrines";15
590;2016-01-09;59;11;"Deux livres audio pour enfants ";10
591;2016-01-09;11;324;"BLÉ + Galette des Rois (Rencontre Mensuelle Janvier)";60
592;2016-01-10;59;103;"livre enfants";10
593;2016-01-09;59;371;"Livres";30
594;2016-01-09;103;371;"Pots";22
595;2016-01-09;59;43;"1 livre enfant";5
596;2016-01-06;282;384;"Transport à Neuilly s/Seine";120
597;2016-01-17;347;345;"conseils sur le lombricompostage";15
624;2016-04-18;81;384;"Accompagnement à un RV médical à Paris";180
598;2016-01-25;84;81;"Dépannage chauffage";150
602;2016-01-16;277;43;"Prêt de perceuse et de jeu de mèches ";50
606;2016-01-16;11;43;"Prêt d'une râpe";10
607;2016-02-21;43;318;"Laisse chat";10
608;2016-02-21;318;43;"Casque vélo";10
609;2016-02-25;390;345;"aller chercher les paniers Amap le 23 mars";10
610;2016-02-27;47;384;"soin";15
611;2016-02-27;345;390;"Paniers de l'Amap du 23 mars";70
612;2016-03-06;348;45;"Table et chaises de jardin";50
613;2016-03-07;74;318;"Garde de chat";100
614;2016-03-12;320;318;"Aide informatique";200
615;2016-03-18;47;384;"soin : hypnose";30
616;2016-03-17;282;11;"Allez-retour Poissy aéroport CDG";180
617;2016-03-07;282;45;"Allez-retour Poissy aéroport CDG";120
618;2016-03-29;11;405;"Prêt d'une perceuse ";20
619;2016-03-30;348;287;"Don d'une bouture de passiflore";10
620;2016-04-06;345;371;"Prêt de livre Les Néo Paysans";5
599;2016-02-04;11;81;"Coordonnées d'un peintre";20
601;2016-02-13;81;43;"coupons de tissus";60
628;2016-05-03;81;43;"livres ";60
629;2016-05-12;43;371;"pret livre";10
630;2016-05-14;43;318;"Changer chambre à air roue arrière vélo ";30
631;2016-05-18;282;94;"bricolage";30
632;2016-05-24;371;318;"Gravure CD";150
633;2016-05-17;245;45;"Prêt de machine à coudre";60
634;2016-05-31;47;384;"assistance chez le notaire";60
635;2016-06-06;11;43;"Prêt d'une perceuse";20
636;2016-06-08;287;345;"Conseil d'un dentiste";5
637;2016-06-08;282;318;"Prêt de bras forts";40
638;2016-06-11;318;43;"boite de gésiers + 2 pains glaciere";40
639;2016-06-11;103;282;"Grande photo encadrée ";60
640;2016-06-11;318;282;"petit objet art de la table";25
641;2016-06-11;318;371;"Jeu oeufs décoration";1
642;2016-06-11;318;45;"3 objets cuisine";20
643;2016-06-03;318;45;"Pots en verre";5
646;2016-06-20;371;345;"conseils dentistes";5
645;2016-06-18;11;318;"Prêt d'un guide sur la Finlande";20
647;2016-06-18;43;348;"Prêt d'un livre";5
648;2016-06-27;11;124;"Prêt d'une ponceuse";30
649;2016-07-14;345;371;"Prêt d'un livre de cuisine";5
654;2016-07-22;74;318;"Catsitting et arrosage";180
653;2016-07-20;408;345;"prêt d'un appareil de mesure de la consommation électrique";20
652;2016-07-20;43;345;"Prêt d'un guide de Madagascar";5
655;2016-08-03;318;82;"Offre d'un  sac de croquettes pour chat.";30
656;2016-08-05;318;94;"prêt secateurs";20
657;2016-08-11;345;239;"Prêt d'une lampe de luminothérapie";40
660;2016-08-17;371;43;"Baies de goji";5
659;2016-08-18;371;103;"baie de godjii";5
661;2016-07-09;11;324;"Jeux d'extérieur + pique-nique (Rencontre Mensuelle Juillet)";60
662;2016-08-27;56;59;"Arrosage";50
663;2016-08-16;81;59;"Arrosage";40
664;2016-08-07;59;82;"Prêt d'une perceuse";10
665;2016-08-31;318;390;"Articles de papeterie";50
666;2016-08-31;45;124;"Prêt d'un mölkky";30
667;2016-09-05;124;59;"garde maya 3 semaines";50
668;2016-09-10;318;371;"Matériel à dessin";50
669;2016-09-11;318;94;"Matériel de peinture";30
670;2016-09-11;318;81;"Articles pour peinture d'art";80
671;2016-09-12;56;347;"Rouleau pour gazon";10
672;2016-09-13;318;282;"Chevalet peinture et petits outils";170
673;2016-09-17;82;43;"caillebottis";100
674;2016-09-17;82;103;"don de 22 caillebotis";100
675;2016-09-19;371;384;"Accompagnement RDV sur Paris";135
676;2016-09-19;384;371;"Prêt livre Martin Luther King";35
677;2016-09-17;318;11;"Prêt d'un barnum";30
678;2016-09-20;11;318;"Prêt de deux tréteaux";30
680;2016-09-27;282;287;"Prêt disqueuse";20
681;2016-10-02;11;103;"Prêt d'une scie sauteuse";10
682;2016-10-02;11;43;"Prêt d'une scie sauteuse";10
683;2016-10-04;318;84;"Don de croquettes pour chat";10
684;2016-10-05;287;412;"conseil pour un peintre";5
685;2016-10-06;287;371;"Contact pour four à porcelaine";5
686;2016-10-10;59;81;"prêt d'un arrangeur";50
687;2016-10-12;287;387;"impression de contrat";10
698;2016-10-12;318;357;"Pots de confitures";30
689;2016-10-12;309;357;"Don de pots de confiture";5
690;2016-10-17;264;94;"retour aeroport";210
691;2016-10-19;84;163;"Réparation de chasse d'eau.";15
692;2016-10-23;11;103;"Prêt de pelles";10
693;2016-10-23;11;43;"Prêt de pelles";10
694;2016-10-23;84;163;"réparation chasse d'eau";40
695;2016-10-23;56;345;"Prêt d'un guide de Marseille";5
696;2016-11-01;84;163;"problème de chasse d'eau ";30
697;2016-11-06;318;59;"Entrées pour salon gastronomique plus verres de dégustation";15
699;2016-10-23;318;320;"prêt d'un tabouret";5
700;2016-11-17;318;345;"Livre de cuisine";10
701;2016-11-17;103;345;"Livre de cuisine";30
703;2016-11-17;345;84;"serre-pantalon";1
704;2016-11-17;345;70;"bottes";20
705;2016-11-17;387;427;"topinambours";5
706;2016-11-17;387;264;"topinambours";5
707;2016-11-17;387;43;"topinambours";5
708;2016-11-17;43;387;"livre d'attac, la nature n'a pas de prix";5
709;2016-11-17;318;387;"invitation et deux verres";10
710;2016-11-17;345;43;"2 livres";10
711;2016-11-17;43;94;"livre";5
712;2016-11-17;43;45;"pot + coupons tissu";2
713;2016-11-18;94;70;"sac";20
716;2016-11-18;94;264;"metrage de lin";50
717;2016-11-18;287;70;"porte photos métal";5
718;2016-11-17;45;318;"Boutures";3
719;2016-11-17;318;70;"Livre de cuisine";3
720;2016-11-18;318;309;"Verres à bière Leffe";13
721;2016-11-18;318;45;"Cadre";10
722;2016-11-18;264;45;"Chouette et boîte à musique";8
723;2016-11-18;45;264;"Boutures";5
724;2016-11-19;318;353;"BLÉ InterSEL du samedi 19 novembre 2016 à Cergy Pontoise";540
725;2016-11-17;318;84;"Recettes de cuisine";4
726;2016-11-18;371;45;"Coupe légume / fruits";5
727;2016-11-22;318;124;"invitation et un verre";10
728;2016-12-08;282;384;"Accompagnement à RDV hospitalier à Paris";315
729;2016-12-11;264;318;"Noix";20
730;2016-12-12;320;309;"Prêt de deux valises cabine ";10
